727,145
553,246
721,238
648,446
567,409
90,475
551,263
575,310
551,665
92,433
515,446
464,346
544,266
154,376
175,126
559,124
364,469
390,359
218,473
200,347
741,670
637,559
553,393
128,536
318,600
448,66
381,590
39,86
168,671
590,103
329,61
483,30
283,239
128,22
338,593
709,344
120,108
256,440
67,235
175,385
373,449
447,669
81,547
459,433
738,148
29,320
167,191
21,82
334,358
323,395
170,157
135,617
673,333
67,188
704,156
92,126
350,65
411,162
157,512
689,75
478,142
8,710
475,521
81,80
355,457
257,98
144,586
321,682
555,363
458,564
108,71
462,538
70,284
722,342
746,198
357,681
292,388
262,461
298,133
547,2
345,505
510,193
319,597
214,220
260,712
622,352
174,585
172,638
643,252
205,415
386,70
184,139
539,587
673,493
166,181
664,98
44,65
156,120
435,525
40,573
538,375
34,266
436,243
598,718
140,188
705,39
125,708
295,620
266,3
45,5
10,720
504,192
596,174
240,242
91,342
532,609
449,245
368,280
659,258
377,13
210,519
143,536
277,333
143,154
154,672
52,524
176,445
391,592
609,289
386,77
530,6
572,44
497,127
84,678
336,415
242,407
128,261
746,230
70,734
558,379
361,689
701,684
318,210
208,259
640,545
687,267
601,398
602,328
717,187
698,521
443,465
464,277
133,328
88,573
628,215
103,541
147,120
337,25
411,193
113,395
123,620
352,457
202,535
556,514
116,408
452,563
569,731
541,293
9,99
262,543
255,641
482,544
24,522
375,740
662,85
672,581
504,653
449,532
637,457
266,510
457,651
668,532
508,380
681,592
22,484
490,103
553,282
397,341
237,561
149,149
302,528
397,337
402,254
297,466
453,226
616,498
511,29
104,192
648,145
707,589
502,549
686,215
168,129
190,657
442,20
265,109
95,435
401,259
579,404
204,219
538,212
729,393
149,511
600,525
220,433
360,509
106,328
591,745
540,44
747,618
629,503
47,573
435,334
560,410
128,420
288,236
88,699
42,603
50,80
154,586
679,740
241,564
130,351
456,608
517,177
127,164
280,58
518,274
659,56
639,396
223,293
295,748
630,635
669,254
109,552
129,516
438,546
372,269
117,280
666,661
580,198
549,746
590,241
215,369
497,598
459,498
489,434
202,113
73,121
131,16
327,25
482,59
507,703
80,636
490,234
423,230
335,500
489,580
580,185
147,0
555,520
538,234
671,480
333,169
149,86
316,259
90,274
702,53
716,324
266,505
144,192
427,23
695,734
14,408
262,500
158,379
233,479
406,422
278,510
0,536
556,463
367,719
315,248
484,448
207,225
323,740
247,678
354,490
545,337
109,607
324,464
346,345
128,744
259,95
64,317
387,733
541,517
432,554
543,533
558,207
255,631
474,715
681,503
401,715
594,392
259,596
52,405
738,595
78,405
676,502
750,59
519,368
455,700
706,194
284,742
54,656
137,597
503,236
525,360
579,362
377,58
442,165
238,651
49,287
502,180
390,36
68,28
477,245
558,21
314,204
261,703
117,97
222,509
207,82
666,217
187,272
496,700
8,703
666,496
201,310
595,93
478,19
340,358
60,716
678,371
179,657
558,101
372,531
283,482
448,596
400,588
551,10
504,706
230,25
338,711
737,616
550,695
3,272
453,557
300,382
251,445
438,34
116,490
666,263
698,129
356,232
662,34
566,255
341,20
595,618
691,724
343,662
503,223
89,273
697,632
115,559
657,370
77,18
634,511
182,484
545,61
211,13
10,325
170,536
421,127
452,486
251,564
88,527
528,439
649,236
79,568
690,619
524,3
197,108
732,61
544,378
250,577
560,557
418,339
395,132
406,403
422,587
182,386
91,462
604,701
93,663
287,214
675,147
96,126
330,632
383,520
410,735
196,371
264,617
191,37
588,680
555,425
202,40
643,640
138,94
34,618
180,570
697,486
352,9
566,288
266,584
68,353
489,257
337,564
359,155
182,181
441,467
99,22
703,110
648,682
709,721
531,153
328,163
388,75
294,598
128,463
465,425
559,195
461,389
79,93
434,526
620,137
408,81
419,58
481,369
435,380
625,207
606,30
222,185
610,426
635,484
328,524
439,572
428,228
144,575
165,598
426,344
99,749
227,211
423,247
422,131
687,125
517,622
440,740
436,376
543,649
706,675
556,334
206,500
88,373
502,573
495,239
4,141
92,637
389,346
0,32
408,543
181,750
576,569
39,91
180,457
353,368
28,127
199,291
24,540
254,554
155,539
691,563
611,446
702,701
374,315
448,448
168,679
509,88
54,188
342,492
279,296
652,427
255,482
561,398
291,709
580,590
181,670
373,183
219,354
629,616
232,316
592,224
19,35
375,566
253,38
450,147
77,199
303,549
701,366
378,423
567,504
53,334
292,538
474,113
449,541
331,295
504,127
744,388
250,472
73,427
449,587
178,241
600,178
164,21
208,45
711,161
738,423
469,615
353,126
456,177
600,43
465,534
503,35
138,566
87,328
601,379
504,320
714,75
144,311
356,461
607,668
276,433
457,697
511,712
23,251
194,532
245,359
505,410
61,522
166,310
164,546
410,561
709,280
94,684
174,117
606,128
509,120
209,64
20,12
195,92
384,337
592,221
240,399
215,179
11,336
138,83
456,277
682,32
141,118
133,11
159,422
399,67
132,749
496,530
2,196
393,450
731,269
704,635
227,151
578,371
312,646
104,196
284,469
44,128
39,456
54,353
175,263
329,230
108,222
658,111
251,384
247,540
27,628
350,621
714,738
712,37
226,643
687,199
170,4
624,132
679,178
377,461
198,687
650,466
730,692
415,203
350,153
658,544
507,255
544,130
674,589
67,112
112,277
636,376
505,433
140,736
490,114
241,17
729,69
121,470
528,668
637,243
16,60
349,395
329,377
93,305
300,736
334,560
586,310
728,724
30,458
511,315
604,691
213,395
50,694
250,193
285,170
528,463
124,162
430,419
207,590
203,618
7,235
0,376
729,554
657,429
548,387
208,197
631,369
76,138
706,626
568,291
200,585
556,389
152,447
400,337
272,708
560,49
114,124
138,308
427,244
394,542
461,633
14,585
477,455
435,605
187,600
599,685
98,666
744,474
441,150
310,393
205,286
323,355
516,487
93,624
531,520
212,324
368,203
167,732
87,161
612,616
37,90
4,321
267,433
186,7
520,336
355,697
707,430
385,453
671,288
493,354
528,29
662,527
496,541
229,420
189,660
234,631
193,143
676,731
305,588
322,587
293,550
433,45
129,104
731,383
320,429
487,529
617,196
123,10
711,696
573,151
218,683
375,184
721,306
682,692
734,626
232,553
270,447
63,592
713,585
198,287
51,277
148,456
532,208
590,492
378,445
661,209
664,159
161,362
669,37
739,113
418,60
243,546
610,21
72,101
178,217
665,689
319,744
438,722
700,117
184,319
338,342
335,92
730,231
597,556
125,258
658,715
420,301
731,336
208,23
33,636
440,244
627,746
36,396
638,583
1,512
79,284
606,71
444,58
266,446
203,595
709,221
613,62
507,662
647,457
633,109
105,148
700,561
674,373
495,128
362,300
264,649
616,734
200,136
134,496
256,350
469,40
335,601
665,459
297,395
635,47
236,347
648,749
601,119
627,56
272,525
446,576
7,60
152,686
667,680
434,176
255,127
168,480
423,252
62,649
440,15
271,287
33,623
660,460
33,356
130,330
22,68
59,55
641,629
225,723
124,232
417,427
603,476
312,21
517,635
436,512
528,253
748,593
559,651
17,678
77,385
300,477
461,400
458,287
536,301
698,638
115,317
512,45
63,543
707,67
130,479
335,177
730,436
127,653
398,439
556,563
442,405
207,136
311,436
401,29
15,366
545,429
84,5
258,126
241,377
637,139
448,607
233,556
445,290
199,302
141,57
294,726
31,717
354,371
605,587
119,93
318,349
458,643
215,27
569,200
291,146
320,175
505,446
116,207
718,678
556,76
176,313
27,259
743,701
308,358
297,392
579,258
134,696
294,198
620,236
318,241
484,225
104,63
123,180
48,620
355,680
621,223
66,277
411,738
476,62
89,26
453,573
663,322
736,90
542,629
470,361
200,680
691,322
351,343
746,669
332,731
681,122
391,685
224,737
589,392
728,192
534,192
389,620
30,26
330,504
416,37
750,287
54,516
127,670
315,153
510,580
565,224
54,206
679,584
588,159
353,162
667,91
423,85
321,106
441,323
300,76
460,589
107,489
385,118
627,67
474,432
719,301
345,59
582,130
160,744
718,398
64,464
617,603
50,69
600,92
697,386
514,500
623,85
637,5
518,28
49,502
332,560
104,513
411,425
362,340
730,683
505,442
572,307
556,467
255,486
701,96
155,158
380,503
650,738
347,276
159,444
53,387
188,1
418,146
175,326
340,173
324,466
72,475
69,467
103,651
725,731
218,351
661,427
168,462
213,152
84,93
244,447
436,156
125,441
434,47
137,511
324,580
157,22
158,116
190,184
381,117
346,595
317,191
