214,188
248,60
170,53
87,153
174,177
159,148
5,66
181,225
75,77
210,165
225,180
191,11
214,126
244,104
190,157
188,117
122,98
100,183
177,22
64,240
87,120
19,130
43,47
84,150
27,146
124,154
83,22
54,217
89,197
112,162
55,2
193,147
56,54
154,172
9,109
14,196
176,245
172,209
112,133
165,101
141,207
47,100
134,205
201,209
72,111
42,69
66,108
187,233
106,30
132,184
73,212
143,221
248,6
24,250
206,120
103,213
139,249
39,159
111,248
152,17
83,232
216,138
193,133
63,210
188,85
69,168
9,183
146,82
193,137
71,122
94,5
172,222
16,49
230,203
31,60
181,84
63,32
71,53
141,156
82,132
42,146
75,13
147,152
201,228
114,134
87,206
21,206
137,72
225,76
22,216
47,198
208,76
1,193
48,154
152,111
225,189
227,27
134,52
244,74
2,56
133,194
103,59
25,94
232,147
15,95
130,121
142,190
51,73
166,193
238,199
238,54
206,225
247,40
74,96
79,225
134,60
3,162
223,25
214,240
94,88
25,217
205,126
45,17
40,53
208,229
83,124
197,26
221,169
152,165
61,5
64,11
87,146
120,18
232,26
197,19
61,192
159,112
141,112
185,48
225,81
185,89
215,182
113,159
96,184
185,1
233,204
145,114
140,144
65,6
61,216
34,176
126,0
157,92
192,49
177,216
232,82
42,211
70,15
193,94
83,113
1,187
11,163
199,180
217,131
134,77
34,160
87,83
4,15
10,208
224,203
249,26
250,81
59,228
98,208
40,170
215,47
37,197
7,96
215,75
120,147
4,209
185,76
19,214
86,45
198,207
44,60
140,192
14,28
52,243
73,35
51,30
54,6
6,119
177,207
77,52
73,10
68,226
68,201
40,11
108,88
159,241
26,35
170,134
223,26
187,246
37,246
66,130
65,50
232,62
75,185
23,241
52,18
159,156
218,42
226,211
226,67
95,193
207,237
48,149
149,50
57,49
191,185
34,75
194,118
169,181
147,206
63,241
97,140
81,154
182,36
117,201
6,78
27,0
104,91
57,92
13,42
62,57
127,3
209,219
138,205
40,21
33,159
49,243
70,230
13,36
128,211
241,54
100,69
165,138
212,207
216,14
193,143
185,132
171,168
181,240
173,181
231,26
115,74
60,2
201,29
195,194
175,173
49,48
41,250
83,15
222,84
86,107
203,202
73,190
53,94
32,245
62,161
86,239
0,209
73,210
4,54
166,41
245,166
205,183
213,106
30,40
136,168
201,80
29,82
107,141
89,170
137,142
226,69
236,48
31,230
96,95
12,238
228,33
58,210
158,222
138,227
63,67
77,74
241,189
208,188
85,169
43,27
198,10
208,218
220,31
77,91
198,180
159,119
77,75
15,118
129,246
209,66
211,2
107,98
137,73
103,194
23,121
16,139
56,69
72,86
106,169
103,171
164,14
50,189
68,244
197,122
25,203
229,205
183,226
4,188
194,96
246,168
187,11
110,244
152,78
46,175
139,201
187,136
48,94
74,32
51,11
127,2
190,37
55,159
110,208
143,44
145,112
80,56
157,78
168,130
211,29
234,160
121,234
163,4
86,170
34,195
36,177
222,246
100,82
153,15
87,200
35,59
176,211
174,167
