12,51
99,77
88,10
25,30
42,28
37,59
31,30
42,36
61,50
82,56
55,2
10,73
26,33
29,47
59,51
51,75
44,84
42,65
55,5
12,50
51,70
33,26
67,63
3,24
81,17
96,84
64,49
83,37
43,30
83,100
91,10
48,84
78,85
76,55
32,44
79,22
51,48
79,70
0,40
59,71
67,20
85,42
84,94
40,1
43,100
44,68
20,55
89,23
95,51
41,68
5,53
27,18
5,4
29,41
18,84
94,66
82,57
46,6
53,17
12,76
60,100
19,80
18,62
62,45
32,98
88,9
77,2
74,30
30,62
65,59
100,25
19,48
43,0
70,68
14,9
20,96
45,13
14,35
46,24
57,10
1,79
73,94
13,33
15,50
24,7
77,95
18,41
65,15
11,14
61,20
49,79
89,62
28,59
98,89
74,28
89,6
72,34
17,5
90,60
88,49
67,10
86,58
72,12
49,82
92,35
73,84
58,32
44,6
45,0
97,14
72,17
24,20
83,38
47,32
81,88
0,79
38,19
66,72
43,40
80,95
28,29
79,76
46,2
64,5
78,68
56,67
65,63
14,100
54,36
12,73
27,46
59,45
51,7
85,23
19,68
5,15
86,46
48,72
3,12
19,51
52,28
35,77
39,4
53,89
44,31
36,30
57,52
44,32
42,34
48,28
28,13
45,52
57,3
8,70
21,34
90,33
61,30
43,98
66,3
1,4
67,14
46,30
23,54
87,74
16,19
56,35
48,87
89,53
64,10
95,99
6,48
17,70
0,31
62,63
42,73
73,24
12,16
40,75
21,71
78,97
95,98
52,64
4,12
71,21
75,3
55,0
49,72
54,26
36,69
24,12
77,41
85,75
86,22
75,29
18,99
58,55
38,54
31,8
44,92
94,35
50,1
96,56
1,55
37,38
97,42
13,67
18,87
50,90
17,15
88,48
8,20
75,68
35,79
57,100
96,79
37,39
18,96
99,64
42,25
5,6
20,32
64,74
43,37
40,28
78,67
65,20
69,37
70,27
89,61
66,25
54,12
63,83
37,2
27,92
86,20
41,94
35,61
26,96
37,90
62,76
55,92
6,84
6,36
40,0
22,32
7,99
81,92
18,73
41,27
0,33
39,70
83,47
22,71
72,96
9,41
75,100
52,23
85,63
20,48
62,83
57,32
31,78
32,74
44,73
99,31
51,99
42,10
71,29
94,37
20,98
23,42
44,17
75,82
46,36
27,97
85,36
66,22
41,15
25,96
63,74
10,81
89,75
26,54
16,88
94,92
83,48
25,35
44,82
18,80
96,54
58,99
86,31
59,82
68,78
9,96
52,39
74,19
65,47
77,82
39,3
2,55
76,12
13,24
74,60
86,65
95,1
87,10
8,100
73,7
31,9
79,40
34,79
1,29
0,60
86,43
15,83
35,20
45,26
58,82
12,66
0,11
65,38
53,54
5,34
65,69
12,54
7,12
37,77
34,99
49,4
47,85
43,13
15,96
53,46
91,68
61,71
6,37
38,14
64,43
16,58
18,45
67,16
19,44
65,97
84,9
49,24
24,98
33,93
99,1
79,27
48,16
32,11
69,15
68,76
12,96
7,55
49,28
13,79
34,34
58,97
0,81
89,58
13,45
54,85
87,7
21,9
4,4
92,29
11,26
20,92
11,93
34,48
13,44
49,91
26,39
31,34
13,32
90,32
41,12
20,10
40,54
91,83
43,79
35,21
58,65
44,39
14,10
30,32
23,93
8,4
58,63
34,6
46,68
58,81
89,77
65,79
28,9
32,79
41,49
43,74
81,27
80,10
94,82
53,60
75,25
80,23
50,67
77,27
58,56
36,49
20,89
28,6
4,20
51,42
4,86
98,57
93,54
39,73
0,61
38,50
41,99
11,59
21,76
89,76
20,33
55,49
30,55
3,52
37,19
30,41
12,84
74,89
20,93
76,87
91,56
70,1
95,46
82,85
46,94
100,33
64,4
65,66
10,39
29,96
2,18
18,24
15,64
92,31
68,84
63,31
48,53
10,100
3,7
94,72
35,12
100,13
92,30
57,63
54,84
83,46
24,79
20,76
63,26
24,96
93,24
13,89
65,33
93,38
39,76
39,18
87,28
9,27
71,41
50,82
11,45
28,86
72,95
40,95
74,87
71,48
45,37
49,11
25,33
72,76
4,6
31,16
24,87
13,74
79,71
22,92
7,27
86,15
50,20
16,71
26,58
30,29
63,60
78,98
54,7
92,95
30,37
31,37
91,90
41,37
29,26
86,39
86,38
7,80
7,7
92,46
47,94
69,83
61,24
52,74
21,53
74,90
7,52
7,36
51,98
54,2
91,24
28,44
3,27
11,22
43,87
31,28
82,71
89,18
84,13
82,11
7,82
29,36
52,51
49,10
16,54
85,77
66,40
45,17
42,53
39,24
98,44
55,58
72,63
49,90
92,4
38,57
75,70
59,43
60,39
94,54
91,38
58,29
3,99
42,74
15,31
27,16
58,95
34,22
84,99
52,27
60,37
90,80
37,10
69,71
44,59
49,94
8,22
86,78
84,0
23,66
18,92
67,18
15,80
45,33
73,75
25,0
37,13
73,100
13,30
46,11
6,68
39,69
65,43
67,66
23,74
36,19
60,90
38,81
35,94
36,94
35,33
56,61
47,29
58,58
32,66
28,23
33,90
74,43
35,5
95,63
90,99
42,49
96,66
17,85
76,65
51,74
67,99
15,34
78,39
69,56
87,23
63,7
39,38
46,37
100,87
86,60
94,29
8,61
14,60
18,50
6,39
60,70
39,30
85,12
94,98
15,71
95,11
54,22
94,17
7,86
21,21
8,48
1,18
91,88
30,99
23,4
100,22
42,79
70,82
11,41
26,72
74,95
32,10
99,10
36,66
15,26
36,73
94,50
7,39
12,94
83,83
68,56
26,3
96,0
65,23
82,93
86,72
37,32
36,26
21,8
48,92
72,41
98,25
80,48
23,0
33,2
88,81
81,42
23,57
80,30
69,72
48,9
70,36
17,95
34,68
78,77
20,99
64,56
100,54
36,93
46,62
67,51
47,88
8,47
83,69
82,55
50,5
78,56
65,98
50,2
63,76
50,86
77,85
44,91
63,98
2,51
48,30
98,58
52,41
3,47
91,92
49,74
31,63
21,60
55,35
66,92
18,65
59,35
95,52
92,78
51,38
92,81
36,35
31,74
37,99
7,84
28,40
65,1
61,12
92,1
32,37
97,78
20,72
7,40
59,67
7,10
59,49
42,86
38,49
57,0
19,78
62,5
36,60
60,46
37,93
100,68
86,35
80,52
11,79
56,76
65,49
88,52
20,69
88,56
85,0
36,25
69,21
85,4
37,56
22,31
49,86
2,43
50,26
60,96
74,41
95,15
57,54
9,71
77,49
28,79
38,100
6,94
79,11
24,51
94,57
58,94
55,73
34,86
47,35
95,66
0,25
77,93
74,14
28,31
22,70
80,39
80,54
38,88
3,56
99,66
97,27
86,52
19,92
92,66
0,24
14,52
91,77
27,14
16,59
30,42
79,74
99,12
89,27
37,28
8,66
89,49
12,65
16,18
11,2
95,88
28,35
98,18
89,92
42,85
93,65
46,7
90,29
60,20
34,65
73,77
97,13
78,53
82,97
73,54
1,5
85,3
74,27
71,54
49,80
99,84
36,74
14,34
34,83
84,36
46,21
24,81
11,49
95,79
18,58
34,77
61,41
1,0
9,49
62,34
59,11
37,57
50,68
87,73
36,5
34,45
67,3
97,2
98,38
37,8
56,85
55,32
68,42
